Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,TKN  ,Tot P,Tot P,SO4   ,TDS,TDS,SS  ,VSS ,TURB,TURB,ALK,CL   ,CL   ,F    ,TOC ,TOC ,Phenol,CN   ,CN-WAD,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,,Ba tot,Ba sol,,B tot,B sol,,Cd tot,Cd sol,,Ca tot,Ca sol,,Cr tot,Cr sol,,Cr6   ,Cu tot,Cu sol,,Fe tot,Fe sol,,Pb tot,Pb sol,,Mg tot,Mg sol,,Mn tot,Mn sol,,Hg tot,Hg sol,Ni tot,Ni sol,,Se tot,Se sol,,Ag tot,Ag sol,,Zn tot,Zn sol,,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
 date      ,point,mg/L,Deg C,     ,mg/L, mg/L , mg/L,Qual Code,mg/L,Qual Code, mg/L ,mg/L,Qual Code,mg/L,mg/L,NTU,Qual Code,mg/L,mg/L,Qual Code, mg/L,mg/L,Qual Code,ug/L, mg/L,mg/L,Qual Code,mg/L,alpha,beta,cts/100mL,cts/100mL,yll-A   , mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, ug/L , mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,,ug/L,ug/L, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,, mg/L , mg/L ,,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-02 00:00:00,WW_12,6.6,24.7,7.38,0.304,0.11,1.03,,0.24,,42.19,392.0,,32.0,6.0,29.1,AK,127.0,104.0,,0.15,7.4,,0.0,0.0,0.0,O,,<3.45,<4.37,280.0,,17.1,0.0,0.0,,0.0364,0.0271,,0.082,0.089,,0.0,0.0,,41.61,40.18,,0.0,0.0,,0.0,0.0,0.0,,2.05,0.108,,0.0,0.0,,17.26,16.669,,0.1694,0.0173,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.031,0.0,,2.5,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_13,6.8,25.0,7.87,1.625,0.0,0.93,,0.41,,37.59,490.0,,26.0,6.0,28.4,AK,174.0,108.0,,0.22,7.1,,0.0,0.0,0.0,O,,<3.06,4.89,320.0,,9.5,0.0,0.0,,0.0355,0.0275,,0.089,0.091,,0.0,0.0,,52.39,50.38,,0.0,0.0,,0.0,0.0,0.0,,1.15,0.083,,0.0,0.0,,23.06,23.001,,0.0955,0.0273,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.02,,2.1,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_78,8.0,25.9,7.21,4.184,0.24,1.49,,0.4,,56.07,608.0,,0.0,0.0,2.7,AK,186.0,127.0,,0.47,4.6,,0.0,0.0,0.0,O,,1.87,<4.63,590.0,,2.9,0.0,0.0,,0.0236,0.0209,,0.155,0.154,,0.0,0.0,,62.3,62.28,,0.0,0.0,,0.0,0.0,0.0,,0.16,0.047,,0.0,0.0,,22.02,22.896,,0.2984,0.0278,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.023,0.0,,0.7,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_17,6.6,27.2,7.36,1.303,0.1,0.98,,0.4,,37.24,460.0,,33.0,7.0,25.3,AK,163.0,107.0,,0.21,7.5,,0.0,0.0,0.0,O,,<2.94,5.42,600.0,,12.9,0.0,0.0,,0.0363,0.0273,,0.089,0.098,,0.0,0.0,,50.58,48.02,,0.0,0.0,,0.0,0.0,0.0,,1.21,0.093,,0.0,0.0,,21.91,21.292,,0.0868,NA,Q,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_19,6.2,27.6,7.11,1.449,0.12,0.89,,0.41,,37.75,444.0,,28.0,6.0,17.7,AK,153.0,105.0,,0.22,6.8,,0.0,0.0,0.0,O,,<2.46,<4.35,600.0,,10.0,0.0,0.0,,0.0383,0.0263,,0.09,0.089,,0.0,0.0,,50.04,45.11,,0.0071,0.0,,0.0,0.0,0.0,,1.73,0.085,,0.0,0.0,,21.58,19.873,,0.2562,0.0427,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.029,0.0,,4.4,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_20,6.8,27.9,7.16,1.553,0.13,0.89,,0.41,,35.9,442.0,,24.0,5.0,18.5,AK,148.0,105.0,,0.21,6.7,,0.0,0.0,0.0,O,,<2.76,4.57,340.0,,9.2,0.0,0.0,,0.0337,0.0265,,0.088,0.092,,0.0,0.0,,46.26,44.02,,0.0,0.0,,0.0,0.0,0.0,,1.02,0.085,,0.0,0.0,,19.4,19.308,,0.0703,NA,Q,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.0,,2.9,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_24,6.7,25.3,6.88,1.692,0.29,1.01,,0.46,,42.46,496.0,,26.0,6.0,11.7,AK,119.0,121.0,,0.21,5.6,,0.0,0.0,0.0,O,,<2.47,<5.35,390.0,320.0,8.9,0.0,0.0,,0.0306,0.0232,,0.089,0.089,,0.0,0.0,,42.79,40.36,,0.0,0.0,,0.0,0.0,0.0,,1.02,0.074,,0.0,0.0,,16.59,15.949,,0.0655,0.0136,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.2,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_109,6.5,24.3,7.38,1.54,0.16,1.03,,0.49,,40.28,408.0,,19.0,0.0,20.3,AK,119.0,119.0,,0.22,5.2,,0.0,0.0,0.0,O,,<3.17,<5.08,830.0,500.0,6.5,0.0,0.0,,0.031,0.0243,,0.093,0.095,,0.0,0.0,,40.42,39.97,,0.0,0.0,,0.0,0.0,0.0,,0.93,0.075,,0.0,0.0,,15.72,15.771,,0.0864,0.0347,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.9,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_22,6.7,24.5,7.78,1.466,0.12,1.15,,0.43,,36.72,442.0,,32.0,6.0,16.3,AK,134.0,106.0,,0.21,7.1,,0.0,0.0,0.0,O,,<4.56,<4.91,580.0,,9.3,0.0,0.0,,0.0318,0.0246,,0.085,0.086,,0.0,0.0,,41.26,40.66,,0.0,0.0,,0.0,0.0,0.0,,0.94,0.073,,0.0,0.0,,17.13,17.112,,0.0852,0.0109,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.0,,3.5,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_23,6.9,24.6,7.76,1.515,0.13,1.09,,0.41,,36.96,444.0,,16.0,4.0,5.7,AK,132.0,104.0,,0.21,7.6,,0.0,0.0,0.0,O,,<3.09,<3.85,330.0,,7.8,0.0,0.0,,0.0314,0.0248,,0.089,0.088,,0.0,0.0,,40.88,40.66,,0.0,0.0,,0.0,0.0,0.0,,0.7,0.158,,0.0,0.0,,17.01,17.143,,0.0484,0.008,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.4,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_29,6.7,24.3,7.43,1.77,0.11,0.84,,0.51,,37.72,482.0,,28.0,6.0,18.6,AK,129.0,102.0,,0.23,6.1,,0.0,0.0,0.0,O,,<3.25,<4.77,320.0,,11.1,0.0,0.0,,0.0318,0.0252,,0.093,0.099,,0.0,0.0,,41.53,41.86,,0.0,0.0,,0.0,0.0,0.0,,0.87,0.068,,0.0,0.0,,16.72,17.395,,0.0599,0.0085,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.021,0.0,,6.4,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_91,6.9,26.1,7.31,1.822,0.0,0.64,,0.51,,36.77,420.0,,31.0,6.0,24.6,AK,126.0,97.0,,0.23,5.9,,0.0,0.0,0.0,O,,<3.49,5.9,210.0,,11.9,0.0,0.0,,0.0308,0.0244,,0.093,0.101,,0.0,0.0,,39.39,40.14,,0.0032,0.0,,0.0,0.0,0.0,,1.07,0.061,,0.0,0.0,,15.74,16.608,,0.0542,0.0118,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.0,,5.9,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_79,5.7,25.3,7.67,0.226,0.15,1.25,,0.24,,37.08,548.0,,31.0,8.0,36.9,AK,131.0,153.0,,0.16,7.5,,0.0,0.0,0.0,O,,<3.47,<5.42,430.0,480.0,27.8,0.0,0.0,,0.0333,0.0264,,0.0,0.073,,0.0,0.0,,37.19,40.45,,0.003,0.0,,0.0,0.0,0.0,,1.78,0.071,,0.0,0.0,,16.8,15.954,,0.0916,0.0235,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_80,7.0,26.2,7.83,2.079,0.0,1.03,,0.53,,39.27,518.0,,14.0,6.0,8.9,AK,119.0,133.0,,0.25,6.1,,0.0,0.0,0.0,O,,2.14,<5.95,250.0,170.0,24.7,0.0,0.0,,0.0231,0.0171,,0.107,0.105,,0.0,0.0,,37.16,39.03,,0.0,0.0,,0.0,0.0,0.0,,0.4,0.066,,0.0,0.0,,14.04,14.993,,0.0523,0.0084,,0.0,,0.0,0.0039,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.96,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_90,6.4,24.7,7.9,0.174,0.0,0.97,,0.21,,28.61,538.0,,27.0,7.0,17.7,AK,169.0,135.0,,0.16,7.7,,0.0,0.0,0.0,O,,<2.04,9.95,300.0,,18.0,0.0,0.0,,0.0575,0.0476,,0.0,0.056,,0.0,0.0,,44.66,48.82,,0.0,0.0,,0.0,0.0,0.0,,1.45,0.182,,0.0,0.0,,21.3,NA,AP,0.1003,0.0357,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.3,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_110,5.1,23.7,7.64,0.384,0.21,1.74,,0.25,,49.22,516.0,,7.0,0.0,9.5,AK,185.0,133.0,,0.19,13.3,,0.0,0.0,0.0,O,,<2.97,4.64,7500.0,,16.8,0.0,0.0,,0.0419,0.0371,,0.076,0.077,,0.0,0.0,,60.24,59.98,,0.0,0.0,,0.0,0.0,0.0,,0.87,0.265,,0.0,0.0,,20.63,20.979,,0.0437,0.0318,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.65,,,,,,
2010-08-02 00:00:00,WW_89,7.7,23.8,7.53,7.164,0.0,1.43,,1.87,,53.75,598.0,,7.0,4.0,2.9,AK,173.0,101.0,,0.5,7.6,,0.0,0.0,0.0024,O,,2.21,7.71,40.0,,3.0,0.0,0.0,,0.0294,0.0262,,0.195,0.182,,0.0,0.0,,58.39,57.39,,0.0,0.0,,0.0,0.0,0.0,,0.13,0.053,,0.0,0.0,,23.52,23.427,,0.0154,0.0086,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.026,0.02,,0.91,<2,<2,<2,<3,<3,<3
2010-08-02 00:00:00,WW_92,4.9,26.6,7.06,2.554,0.28,1.07,,0.63,,59.67,456.0,,9.0,0.0,5.7,AK,123.0,98.0,,0.36,4.7,,0.0,0.0,0.0,O,0.0,,,610.0,,6.9,0.0,0.0,,0.0225,0.0173,,0.135,0.125,,0.0,0.0,,47.16,43.53,,0.0,0.0,,0.0,0.0,0.0,,0.35,0.035,,0.0,0.0,,16.18,15.347,,0.0278,0.0157,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,
2010-08-09 00:00:00,WW_106,6.1,24.0,7.09,1.566,0.35,0.86,,0.36,,18.06,352.0,,30.0,5.0,28.0,AK,80.0,106.0,,0.18,6.2,,0.0,0.006,0.0,,,2.06,<4.71,10000.0,,6.2,0.0,NA,AP,0.027,NA,AP,0.0,NA,AP,0.0,NA,AP,25.81,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,1.31,NA,AP,0.0,NA,AP,9.55,NA,AP,0.0509,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.021,NA,AP,8.1,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_31,5.1,23.4,7.63,0.339,0.18,1.32,,0.21,,25.15,504.0,,33.0,6.0,31.9,AK,131.0,156.0,,0.18,8.1,,0.0,0.0,0.0,,,<2.82,5.42,20000.0,,4.1,0.0,NA,AP,0.0299,NA,AP,0.0,NA,AP,0.0,NA,AP,38.73,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,1.46,NA,AP,0.0,NA,AP,16.02,NA,AP,0.0578,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.018,NA,AP,4.5,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_32,6.7,23.8,7.71,0.48,0.19,1.28,,0.22,,22.71,300.0,,45.0,8.0,31.6,AK,87.0,72.0,,0.13,9.4,,0.0,0.005,0.0,,,<2.05,7.8,46000.0,,9.0,0.0,NA,AP,0.0263,NA,AP,0.0,NA,AP,0.0,NA,AP,28.33,NA,AP,0.0076,NA,AP,0.0,0.0,NA,AP,1.65,NA,AP,0.0,NA,AP,10.59,NA,AP,0.2458,NA,AP,0.0,,0.015,NA,AP,0.0,NA,AP,0.0,NA,AP,0.044,NA,AP,9.2,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_105,5.0,23.8,7.65,4.915,0.19,1.16,,0.97,,45.08,538.0,,14.0,0.0,12.8,AK,147.0,130.0,,0.42,5.3,,0.0,0.006,0.0,,,<3.58,<4.78,2400.0,,10.8,0.0,NA,AP,0.0287,NA,AP,0.129,NA,AP,0.0,NA,AP,50.43,NA,AP,0.0087,NA,AP,0.0,0.0,NA,AP,0.55,NA,AP,0.0,NA,AP,20.97,NA,AP,0.3283,NA,AP,0.0,,0.015,NA,AP,0.0,NA,AP,0.0,NA,AP,0.036,NA,AP,2.1,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_104,5.5,24.3,7.71,2.962,0.13,0.74,,0.62,,39.33,578.0,,12.0,0.0,8.6,AK,154.0,161.0,,0.33,5.7,B,0.0,0.005,0.0,,,<2.82,<4.88,3900.0,,3.6,0.0,NA,AP,0.0313,NA,AP,0.112,NA,AP,0.0,NA,AP,49.88,NA,AP,0.003,NA,AP,0.0,0.0,NA,AP,0.49,NA,AP,0.0,NA,AP,20.49,NA,AP,0.1018,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.026,NA,AP,7.4,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_103,4.8,24.5,7.35,2.317,0.18,1.23,,0.42,,49.7,760.0,,13.0,0.0,8.3,AK,179.0,215.0,,0.31,5.7,,0.0,0.0,0.0,,,3.07,<5.44,3200.0,,6.6,0.0,NA,AP,0.0519,NA,AP,0.13,NA,AP,0.0,NA,AP,60.18,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.42,NA,AP,0.0,NA,AP,24.63,NA,AP,0.0586,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,5.7,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_34,4.8,24.2,7.65,2.502,0.12,1.19,X,0.56,X,44.7,644.0,,16.0,4.0,8.2,AK,175.0,183.0,,0.34,5.2,,0.0,0.005,0.0,,,<2.97,6.58,320.0,,1.7,0.0,NA,AP,0.0389,NA,AP,0.123,NA,AP,0.0,NA,AP,55.81,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.46,NA,AP,0.0,NA,AP,23.3,NA,AP,0.0538,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,3.6,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_37,7.8,26.2,7.58,6.506,0.56,1.75,,1.26,,44.29,564.0,,12.0,0.0,6.4,AK,156.0,130.0,,0.63,5.0,,0.0,0.005,0.0,,0.0,,,5400.0,7700.0,1.6,0.0,NA,AP,0.0267,NA,AP,0.164,NA,AP,0.0,NA,AP,55.7,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.32,NA,AP,0.0,NA,AP,20.02,NA,AP,0.026,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.026,NA,AP,,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_73,6.8,23.9,7.45,7.314,0.62,1.14,,0.91,,47.84,598.0,,12.0,0.0,8.5,AK,164.0,145.0,,0.66,4.8,,0.0,0.005,0.0,,0.0,,,4400.0,7000.0,1.1,0.0,NA,AP,0.0285,NA,AP,0.161,NA,AP,0.0,NA,AP,60.39,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.31,NA,AP,0.0,NA,AP,21.77,NA,AP,0.0287,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.022,NA,AP,,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_46,5.3,23.2,7.38,5.51,0.59,1.17,,0.85,,43.39,566.0,,13.0,4.0,10.7,AK,169.0,132.0,,0.56,4.5,,0.0,0.005,0.0,,0.0,,,830.0,770.0,2.7,0.0,NA,AP,0.0293,NA,AP,0.142,NA,AP,0.0,NA,AP,57.16,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.47,NA,AP,0.0,NA,AP,20.72,NA,AP,0.0412,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.026,NA,AP,,<2,<2,<2,<3,<3,<3
2010-08-09 00:00:00,WW_35,8.3,20.4,8.24,0.197,0.0,0.0,,0.12,,21.31,196.0,,9.0,0.0,4.0,AK,107.0,13.0,AL,0.12,2.2,,0.0,0.0,0.0,,,1.21,<3.58,890.0,660.0,1.6,0.0,NA,AP,0.0201,NA,AP,0.0,NA,AP,0.0,NA,AP,33.27,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.16,NA,AP,0.0,NA,AP,11.04,NA,AP,0.0064,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,1.5,,,,,,
