Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,TKN  ,Tot P,Tot P,SO4   ,TDS,TDS,SS  ,VSS ,TURB,TURB,ALK,CL   ,CL   ,F    ,TOC ,TOC ,Phenol,CN   ,CN-WAD,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,,Ba tot,Ba sol,,B tot,B sol,,Cd tot,Cd sol,,Ca tot,Ca sol,,Cr tot,Cr sol,,Cr6   ,Cu tot,Cu sol,,Fe tot,Fe sol,,Pb tot,Pb sol,,Mg tot,Mg sol,,Mn tot,Mn sol,,Hg tot,Hg sol,Ni tot,Ni sol,,Se tot,Se sol,,Ag tot,Ag sol,,Zn tot,Zn sol,,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2010-08-09 00:00:00,WW_102,5.0,23.5,7.43,0.183,0.32,0.69,,0.24,,20.33,212.0,,58.0,8.0,31.4,AK,111.0,17.0,,0.13,2.2,,0.0,0.0,0.0,,0.0,<2.02,<4.80,3700.0,3100.0,3.5,0.0,NA,AP,0.0304,NA,AP,0.0,NA,AP,0.0,NA,AP,41.05,NA,AP,0.0038,NA,AP,0.0,0.0089,NA,AP,1.93,NA,AP,0.0,NA,AP,14.61,NA,AP,0.0515,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.032,NA,AP,25.0,,,,,,
2010-08-09 00:00:00,WW_36,6.5,24.5,7.35,4.248,0.37,1.14,,0.82,,36.32,438.0,,16.0,0.0,11.3,AK,140.0,84.0,,0.49,3.9,,0.0,0.005,0.0,,0.0,<1.79,6.53,5700.0,4900.0,1.7,0.0,NA,AP,0.0239,NA,AP,0.124,NA,AP,0.0,NA,AP,49.06,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.46,NA,AP,0.0,NA,AP,16.86,NA,AP,0.0192,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.025,NA,AP,,,,,,,
2010-08-09 00:00:00,WW_101,7.5,24.0,7.33,5.021,0.55,1.36,,1.11,,36.8,452.0,,9.0,0.0,5.7,AK,145.0,97.0,,0.54,4.3,,0.0,0.005,0.0,,0.0,,,8000.0,5900.0,0.5,0.0,NA,AP,0.0223,NA,AP,0.141,NA,AP,0.0,NA,AP,49.48,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.24,NA,AP,0.0,NA,AP,17.24,NA,AP,0.0163,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.022,NA,AP,,,,,,,
2010-08-09 00:00:00,WW_96,6.5,25.8,7.85,2.595,0.0,1.08,,0.5,,42.25,636.0,,12.0,0.0,10.5,AK,178.0,180.0,,0.33,5.1,,0.0,0.005,0.0,,,<3.00,5.7,410.0,,2.4,0.0,NA,AP,0.0379,NA,AP,0.126,NA,AP,0.0,NA,AP,54.86,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.42,NA,AP,0.0,NA,AP,23.0,NA,AP,0.0334,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,3.9,,,,,,
2010-08-09 00:00:00,WW_92,3.8,25.1,7.4,3.558,0.56,1.28,,0.66,,57.92,536.0,,23.0,4.0,15.4,AK,157.0,114.0,,0.45,4.6,,0.0,0.005,0.0,,0.0,,,2200.0,,7.6,0.0,NA,AP,0.0261,NA,AP,0.184,NA,AP,0.0,NA,AP,53.75,NA,AP,0.0047,NA,AP,0.0,0.0,NA,AP,0.69,NA,AP,0.0,NA,AP,19.03,NA,AP,0.0508,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.026,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_74,8.0,20.6,7.9,0.161,0.0,0.0,,0.11,,25.3,200.0,,0.0,0.0,0.0,AK,105.0,15.0,,0.14,2.0,,0.0,0.0,0.0,,,<1.88,<4.53,9.0,,1.3,0.0,NA,AP,0.0245,NA,AP,0.0,NA,AP,0.0,NA,AP,34.66,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,11.57,NA,AP,0.0219,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,,,,,,
2010-08-16 00:00:00,WW_100,6.0,23.0,8.04,0.373,0.19,0.0,,0.15,,22.86,226.0,,4.0,0.0,2.5,AK,106.0,17.0,,0.15,2.1,,0.0,0.0,0.0,,,<2.51,<6.12,970.0,,1.7,0.0,NA,AP,0.0203,NA,AP,0.0,NA,AP,0.0,NA,AP,33.48,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,11.82,NA,AP,0.005,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,1.5,,,,,,
2010-08-16 00:00:00,WW_39,5.9,22.8,7.56,2.476,0.6,1.16,,0.47,,31.72,318.0,,11.0,0.0,9.4,AK,121.0,69.0,,0.37,3.9,,0.0,0.0,0.0,,0.0,,,410.0,,2.0,0.0,NA,AP,0.0231,NA,AP,0.085,NA,AP,0.0,NA,AP,42.55,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.32,NA,AP,0.0,NA,AP,14.86,NA,AP,0.0249,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_108,6.8,21.3,7.51,3.064,0.46,0.95,,0.49,,34.15,394.0,,10.0,0.0,8.2,AK,128.0,73.0,,0.39,3.2,,0.0,0.0,0.0,,0.0,,,290.0,,1.8,0.0,NA,AP,0.023,NA,AP,0.087,NA,AP,0.0,NA,AP,44.21,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.23,NA,AP,0.0,NA,AP,15.68,NA,AP,0.0177,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_99,4.4,21.8,7.4,1.907,0.73,1.78,,0.32,,33.97,382.0,,12.0,7.0,6.7,AK,133.0,77.0,,0.38,3.7,,0.0,0.0,0.0,,0.0,,,70.0,,51.7,0.0,NA,AP,0.0238,NA,AP,0.085,NA,AP,0.0,NA,AP,45.01,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.28,NA,AP,0.0,NA,AP,15.74,NA,AP,0.0333,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_40,6.7,24.7,7.32,2.713,0.41,0.81,,0.44,,32.77,358.0,,12.0,4.0,6.8,AK,125.0,67.0,,0.38,3.0,,0.0,0.0,0.0,,0.0,,,240.0,130.0,5.6,0.0,NA,AP,0.0226,NA,AP,0.082,NA,AP,0.0,NA,AP,43.25,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.22,NA,AP,0.0,NA,AP,15.37,NA,AP,0.0182,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_75,6.3,27.6,7.1,2.271,0.36,0.79,,0.36,,31.78,324.0,,13.0,4.0,7.2,AK,123.0,61.0,,0.33,3.1,,0.0,0.0,0.0,,0.0,<1.68,5.28,100.0,40.0,7.5,0.0,NA,AP,0.0221,NA,AP,0.075,NA,AP,0.0,NA,AP,39.31,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.3,NA,AP,0.0,NA,AP,15.0,NA,AP,0.0193,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_41,6.6,28.0,7.26,4.639,0.36,0.94,,0.65,,45.71,454.0,,9.0,0.0,4.2,AK,133.0,96.0,,0.51,3.9,,0.0,0.0,0.001,,0.0,<2.55,6.97,2000.0,960.0,11.2,0.0,NA,AP,0.0197,NA,AP,0.122,NA,AP,0.0,NA,AP,47.74,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,16.84,NA,AP,0.0223,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_92,5.5,23.3,7.27,3.564,0.61,1.4,,0.94,,70.65,530.0,,7.0,0.0,4.2,AK,145.0,111.0,,0.55,4.5,,0.0,0.0,0.0011,,0.0,<2.04,5.1,380.0,170.0,11.6,0.0,NA,AP,0.0209,NA,AP,0.188,NA,AP,0.0,NA,AP,54.85,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,19.53,NA,AP,0.041,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_42,6.0,26.3,6.76,3.651,1.51,2.27,,0.46,,56.13,490.0,,7.0,0.0,4.1,AK,138.0,99.0,,0.53,4.7,,0.0,0.0,0.0,,0.0,,,1300.0,1100.0,19.6,0.0,NA,AP,0.0185,NA,AP,0.166,NA,AP,0.0,NA,AP,50.27,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,17.31,NA,AP,0.0257,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-16 00:00:00,WW_48,5.8,26.0,7.35,3.059,0.9,1.67,,0.68,,64.34,500.0,,12.0,0.0,6.2,AK,140.0,103.0,,0.51,4.8,,0.0,0.0,0.0,,0.0,,,690.0,460.0,13.5,0.0,NA,AP,0.0221,NA,AP,0.169,NA,AP,0.0,NA,AP,52.33,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.3,NA,AP,0.0,NA,AP,18.26,NA,AP,0.0367,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_49,8.7,21.9,8.25,0.208,0.0,0.0,,0.11,,23.11,152.0,,4.0,0.0,0.0,AK,107.0,0.0,AO,0.12,2.4,,0.0,0.0,0.001,,,<1.90,<4.87,<10,,1.3,0.0,NA,AP,0.0204,NA,AP,0.0,NA,AP,0.0,NA,AP,34.34,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,11.76,NA,AP,0.0636,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.88,,,,,,
2010-08-23 00:00:00,WW_50,6.8,21.2,8.6,0.0,0.0,0.57,,0.47,,35.06,254.0,,6.0,5.0,5.3,AK,78.0,82.0,,0.37,5.6,,0.0,0.0,0.0,,,<1.99,6.94,60.0,,2.8,0.0,NA,AP,0.0284,NA,AP,0.261,NA,AP,0.0,NA,AP,23.99,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,11.63,NA,AP,0.095,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,,,,,,
2010-08-23 00:00:00,WW_86,3.1,22.1,7.72,0.046,4.61,5.77,,1.82,,92.21,622.0,,13.0,8.0,19.7,AK,318.0,89.0,,0.62,14.2,,0.0,0.005,0.0019,,0.0,,,90.0,,39.8,0.0,NA,AP,0.0376,NA,AP,0.909,NA,AP,0.0,NA,AP,98.85,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,1.91,NA,AP,0.0,NA,AP,33.3,NA,AP,0.2494,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_55,8.3,22.6,8.33,0.157,0.0,0.0,,0.0,,28.68,200.0,,5.0,0.0,3.8,AK,104.0,43.0,,0.16,2.7,,0.0,0.0,0.0,,,<1.43,<5.19,<10,,5.8,0.0,NA,AP,0.0242,NA,AP,0.059,NA,AP,0.0,NA,AP,35.06,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,12.4,NA,AP,0.016,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,1.0,,,,,,
2010-08-23 00:00:00,WW_56,7.7,23.9,7.4,0.169,0.0,0.0,,0.22,,29.35,208.0,,14.0,0.0,11.7,AK,105.0,45.0,,0.15,2.7,,0.0,0.0,0.0,,0.0,<1.54,6.2,<10,,4.9,0.0,NA,AP,0.0261,NA,AP,0.053,NA,AP,0.0,NA,AP,35.26,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.4,NA,AP,0.0,NA,AP,12.84,NA,AP,0.1023,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_76,6.2,23.6,7.36,1.907,0.19,0.69,,0.66,,45.86,318.0,,14.0,4.0,9.1,AK,123.0,72.0,,0.33,3.8,,0.0,0.0,0.001,,0.0,<2.00,5.33,1100.0,,5.2,0.0,NA,AP,0.0229,NA,AP,0.106,NA,AP,0.0,NA,AP,41.04,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.4,NA,AP,0.0,NA,AP,15.92,NA,AP,0.0352,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_57,6.3,23.8,7.69,2.102,0.16,0.68,,0.81,,59.45,312.0,,31.0,7.0,13.4,AK,127.0,77.0,,0.34,4.1,,0.0,0.005,0.0,,,<3.42,10.1,1000.0,940.0,7.1,0.0,NA,AP,0.0259,NA,AP,0.111,NA,AP,0.0,NA,AP,46.78,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.69,NA,AP,0.0,NA,AP,16.88,NA,AP,0.1025,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,1.9,,,,,,
2010-08-23 00:00:00,WW_58,5.6,23.6,7.24,4.42,0.12,1.6,,0.77,,385.36,1068.0,,24.0,7.0,8.9,AK,217.0,161.0,,0.64,5.9,,0.0,0.005,0.0014,,0.0,,,440.0,490.0,28.0,0.0,NA,AP,0.0485,NA,AP,0.289,NA,AP,0.0,NA,AP,94.5,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.62,NA,AP,0.0,NA,AP,35.69,NA,AP,0.09,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_97,6.0,24.3,7.98,6.545,0.15,1.34,,1.44,,575.08,1490.0,X,24.0,4.0,6.9,AK,205.0,169.0,,0.59,6.0,,0.0,0.0,0.0,,,<6.21,6.38,140.0,150.0,25.2,0.0,NA,AP,0.0443,NA,AP,0.295,NA,AP,0.0,NA,AP,93.61,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.52,NA,AP,0.0,NA,AP,35.52,NA,AP,0.069,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,4.7,,,,,,
2010-08-23 00:00:00,WW_52,4.5,22.5,7.82,4.832,0.3,1.4,,0.68,,134.35,564.0,,31.0,5.0,13.8,AK,232.0,128.0,,0.87,6.0,,0.0,0.005,0.0012,,,<3.07,6.37,1300.0,1500.0,2.5,0.0,NA,AP,0.0442,NA,AP,0.277,NA,AP,0.0,NA,AP,96.64,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,1.3,NA,AP,0.0,NA,AP,36.3,NA,AP,0.0975,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,3.5,,,,,,
2010-08-23 00:00:00,WW_59,4.9,24.2,7.58,1.842,0.22,0.92,,0.75,,60.09,234.0,,29.0,6.0,11.6,AK,128.0,78.0,,0.34,4.0,,0.0,0.0,0.0013,,0.0,,,390.0,250.0,3.2,0.0,NA,AP,0.0254,NA,AP,0.111,NA,AP,0.0,NA,AP,47.1,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.91,NA,AP,0.0,NA,AP,16.89,NA,AP,0.1087,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_43,5.3,24.6,7.52,2.035,0.29,1.07,,2.31,,81.14,470.0,,13.0,4.0,5.0,AK,145.0,96.0,,0.42,4.7,,0.0,0.005,0.0,,0.0,,,30.0,40.0,9.8,0.0,NA,AP,0.0236,NA,AP,0.152,NA,AP,0.0,NA,AP,55.4,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.43,NA,AP,0.0,NA,AP,20.34,NA,AP,0.0828,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-23 00:00:00,WW_92,4.7,28.2,7.32,3.638,0.59,1.69,,1.46,,78.21,512.0,X,39.0,9.0,8.7,AK,143.0,114.0,,0.6,4.7,,0.0,0.005,0.0014,,0.0,,,450.0,,5.4,0.0,NA,AP,0.0207,NA,AP,0.209,NA,AP,0.0,NA,AP,55.07,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.28,NA,AP,0.0,NA,AP,19.55,NA,AP,0.0553,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
2010-08-30 00:00:00,WW_92,5.7,29.9,7.4,4.474,0.21,1.15,,0.75,,67.96,480.0,,15.0,4.0,10.3,AK,134.0,97.0,,0.53,5.0,,0.0,0.0,0.0,,0.0,,,40.0,,8.4,0.0,NA,AP,0.0226,NA,AP,0.184,NA,AP,0.0,NA,AP,50.3,NA,AP,0.0,NA,AP,0.0,0.0,NA,AP,0.37,NA,AP,0.0,NA,AP,18.07,NA,AP,0.0256,NA,AP,0.0,,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,0.0,NA,AP,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.04,0.1,0.5,,0.1,,2.0,40.0,,4.0,,1.0,,20.0,10.0,,0.1,1.0,,5.0,0.005,0.001,,5.0,,,,,,0.05,0.05,,0.0015,0.0015,,0.07,0.03,,0.01,0.003,,0.35,0.1,,0.003,0.0025,,10.0,0.007,0.008,,0.1,0.025,,0.03,0.02,,0.3,0.025,,0.0025,0.001,,0.2,0.2,0.01,0.0035,,0.1,0.1,,0.002,0.004,,0.018,0.015,,0.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.003,,,0.05,,,0.003,,,0.15,,,0.01,,,10.0,0.02,,,0.2,,,0.02,,,0.1,,,0.003,,,0.2,,0.008,,,0.06,,,0.003,,,0.07,,,0.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B =  ,Insufficient preservation; preservative added prior to analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q=,Soluble > Total:  soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O = ,Expired QA standard used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X=,Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK=,A verified reporting limit was not analyzed.  Proper procedure not followed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL=,Analyzed using low level Cl method SM 4500 Cl-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO=,Not analyzed using low level Cl method SM 4500 Cl-E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP=, No LOQ determination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
