Collect    ,Time,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NO2+NO3,NH3_N ,NH3_N ,TKN  ,TKN  ,Tot P,Tot P,SO4   ,SO4   ,TDS,TDS,SS  ,SS  ,VSS ,VSS ,TURB,TURB,ALK,ALK,CL   ,F    ,TOC ,TOC ,Phenol,Phenol,CN   ,CN   ,CN-WAD,CN-WAD,FOG,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn Sol,Hg tot,Hg sol,Ni tot,Ni sol,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,o-Xylene,m- and/or p-Xylenes,Xylenes (total)
2012-01-17 00:00:00,1030.0,WW_36,7.8,9.9,7.0,4.96,,0.49,,2.22,,0.76,,47.4,G,1138.0,,10.0,,7.0,,3.12,,122.0,,576.0,0.58,3.5,G,<5,G,0.006,G,0.0013,G,<5,G,<2.80,3.3,7700.0,18.6,<0.05,<0.02,0.032,0.029,0.13,0.14,<0.001,<0.001,60.0,59.0,0.007,<0.005,<6,,0.007,<0.005,0.3,<0.1,<0.02,<0.02,18.0,18.0,0.15,0.044,,<0.2,,0.012,0.006,,<0.005,0.007,0.001,0.001,0.04,0.03,,,,,,,
2012-01-17 00:00:00,1055.0,WW_101,7.6,9.7,6.95,4.964,,1.01,,2.95,,1.04,,46.47,,984.0,,14.0,,8.0,,4.76,,122.0,,595.0,0.61,3.4,,<5,,0.007,,0.0012,,<5,,,,11000.0,0.5,<0.05,<0.02,0.032,0.029,0.14,0.15,<0.001,<0.001,60.0,59.0,<0.005,<0.005,<6,,0.007,<0.005,0.3,<0.1,<0.02,<0.02,18.0,18.0,0.059,0.06,,<0.2,,0.007,0.006,,<0.005,0.007,0.001,0.001,0.04,0.03,,,,,,,
2012-01-17 00:00:00,1115.0,WW_96,11.9,0.9,8.76,3.901,,0.16,,1.1,,0.33,,62.91,,1516.0,,14.0,,6.0,,11.2,,201.0,,755.0,0.36,2.7,,<5,,0.008,,0.0016,,,,<3.00,2.5,720.0,28.2,<0.05,<0.02,0.052,0.048,0.1,0.11,<0.001,<0.001,84.0,83.0,<0.005,<0.005,<6,,0.006,<0.005,0.6,<0.1,<0.02,<0.02,34.0,33.0,0.094,0.07,,<0.2,,0.006,<0.005,,<0.005,0.007,0.002,0.002,0.03,0.01,<2.5,,,,,,
2012-01-17 00:00:00,1325.0,WW_92,7.4,4.2,7.5,8.899,,0.73,,2.25,,1.75,,114.49,,694.0,,9.0,,3.0,,6.23,,170.0,,178.0,0.81,5.3,,<5,,0.007,,0.0014,,<5,,,,600.0,1.0,<0.05,<0.02,0.021,0.019,0.26,0.28,<0.001,<0.001,69.0,70.0,<0.005,<0.005,<6,,<0.005,<0.005,0.3,<0.1,<0.02,<0.02,26.0,26.0,0.048,N/A,Q,<0.2,,0.008,0.009,,<0.005,0.008,0.002,0.002,0.03,0.03,,,,,,,
2012-01-23 00:00:00,925.0,WW_74,7.5,5.3,6.75,3.493,,0.4,,1.29,,0.43,,41.9,,846.0,,7.0,,4.0,,3.71,,144.0,,375.0,0.33,2.5,,<5,,<0.005,,0.0017,,,,<2.10,1.9,200.0,1.6,<0.05,<0.02,0.029,0.029,0.08,0.09,<0.001,<0.001,55.0,54.0,<0.005,<0.005,<6,,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,19.0,19.0,0.039,0.04,,<0.2,,0.005,0.005,,0.005,0.006,0.001,0.001,0.02,0.02,<2.5,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,945.0,WW_100,9.3,5.6,6.75,6.508,,0.59,,2.01,,0.79,,56.43,,806.0,,8.0,,3.0,,5.32,,183.0,,298.0,0.54,3.8,,<5,,<0.005,,0.0018,,,,<2.20,3.9,530.0,3.2,<0.05,<0.02,0.032,0.029,0.13,0.13,<0.001,<0.001,71.0,69.0,<0.005,<0.005,<6,,0.007,<0.005,0.9,<0.1,<0.02,<0.02,26.0,25.0,0.075,0.05,,<0.2,,0.008,0.005,,<0.005,0.006,0.002,0.002,0.05,0.03,<2.5,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,1000.0,WW_39,6.4,6.0,7.2,7.17,,0.79,,2.1,,0.98,,58.54,,786.0,,11.0,,4.0,,6.87,,191.0,,310.0,0.6,4.0,,<5,,<0.005,,0.0016,,<5,,,,3500.0,6.4,<0.05,<0.02,0.034,0.03,0.14,0.15,<0.001,<0.001,74.0,72.0,0.012,<0.005,<6,,0.008,<0.005,0.6,<0.1,<0.02,<0.02,27.0,27.0,0.111,0.083,,<0.2,,0.011,0.008,,0.005,<0.005,0.002,0.002,0.06,0.04,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,1030.0,WW_108,9.5,6.5,7.6,5.61,,0.45,,1.51,,0.64,,58.1,,84.0,,14.0,,4.0,,8.85,,193.0,,415.0,0.51,3.5,,<5,,0.006,,0.002,,<5,,,,610.0,6.6,<0.05,<0.02,0.039,0.032,0.18,0.13,<0.001,<0.001,76.0,72.0,0.009,<0.005,<6,,0.008,<0.005,0.6,<0.1,<0.02,<0.02,27.0,27.0,0.092,0.049,,<0.2,,0.011,0.006,,<0.005,0.007,0.002,0.002,0.06,0.03,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,1045.0,WW_99,10.0,5.2,7.5,0.706,,1.79,,3.67,,0.29,,31.69,,1172.0,,44.0,,18.0,,44.3,,80.0,,670.0,0.26,5.5,,6.0,,0.005,,<0.001,,5.4,,,,99000.0,0.5,<0.05,<0.02,0.03,0.02,0.05,0.05,<0.001,<0.001,35.0,32.0,<0.005,<0.005,<6,,0.01,<0.005,1.1,0.1,<0.02,<0.02,9.0,7.0,0.071,0.054,,<0.2,,0.006,0.005,,<0.005,<0.005,0.001,0.001,0.05,0.01,,<2,<2,23.4,<3,<3,<3
2012-01-23 00:00:00,1100.0,WW_40,7.5,5.3,7.42,4.377,,0.91,,2.0,,0.52,,52.5,,1116.0,,20.0,,10.0,,14.4,,169.0,,556.0,0.46,4.8,,<5,,0.006,,0.0019,,52.2,,,,20000.0,5.6,<0.05,<0.02,0.038,0.032,0.11,0.11,<0.001,<0.001,67.0,66.0,<0.005,<0.005,<6,,0.006,<0.005,0.6,0.1,<0.02,<0.02,23.0,23.0,0.053,0.041,,<0.2,,0.005,<0.005,,<0.005,<0.005,0.001,0.002,0.04,0.03,,<2,<2,22.6,<3,<3,<3
2012-01-23 00:00:00,840.0,WW_75,7.2,9.1,6.37,5.518,,3.08,,4.53,,1.41,,65.76,,1258.0,,27.0,,9.0,,11.9,,142.0,,618.0,0.54,3.4,,<5,,0.006,,0.0017,,<5,,<2.80,2.9,320.0,2.8,<0.05,<0.02,0.032,0.029,0.14,0.12,<0.001,<0.001,63.0,63.0,0.037,<0.005,<6,,0.01,0.005,0.9,<0.1,<0.02,<0.02,21.0,22.0,0.231,0.028,,<0.2,,0.031,<0.005,,<0.005,0.007,0.001,0.001,0.08,0.03,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,905.0,WW_41,8.0,10.0,7.0,4.889,,0.66,,1.53,,0.69,,51.25,,1084.0,,16.0,,5.0,,8.23,,145.0,,497.0,0.45,2.9,,<5,,<0.005,,0.0022,,<5,,<3.30,4.6,41000.0,3.7,<0.05,<0.02,0.032,0.024,0.12,0.14,<0.001,<0.001,64.0,61.0,<0.005,<0.005,<6,,0.008,<0.005,0.3,0.1,<0.02,<0.02,22.0,20.0,0.035,N/A,Q,<0.2,,0.005,N/A,Q,<0.005,0.005,0.001,0.001,0.03,0.04,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,950.0,WW_92,5.2,8.9,6.45,8.045,,0.67,,1.91,,1.35,,114.26,,934.0,,24.0,,8.0,,10.2,,168.0,,339.0,0.68,4.4,,<5,,0.005,,0.0018,,<5,,<2.30,3.0,500.0,2.7,<0.05,<0.02,0.028,0.022,0.25,0.24,0.001,<0.001,74.0,72.0,<0.005,<0.005,<6,,0.006,<0.005,0.7,<0.1,<0.02,<0.02,27.0,26.0,0.095,0.034,,<0.2,,0.007,0.007,,<0.005,0.006,0.002,0.002,0.04,0.03,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,945.0,WW_42,8.3,11.0,7.22,8.793,,1.08,,2.85,,1.17,,75.9,G,1022.0, ,13.0,,4.0,,7.85,,153.0,,444.0,0.64,3.9,G,<5,G,0.005,G,0.0019,G,<5,G,,,3700.0,1.1,<0.05,<0.02,0.025,0.021,0.26,0.25,<0.001,0.001,70.0,66.0,<0.005,<0.005,<6,,0.006,<0.005,0.3,<0.1,<0.02,<0.02,25.0,24.0,0.036,0.026,,<0.2,,0.01,0.009,,<0.005,0.007,0.002,0.002,0.04,0.03,,<2,<2,<2,<3,<3,<3
2012-01-23 00:00:00,1030.0,WW_48,8.7,7.3,7.44,6.79,,0.74,,2.1,,1.48,,93.49,,930.0,,38.0,,8.0,,28.1,,173.0,,375.0,0.6,4.3,,<5,,0.005,,0.0019,,<5,,,,940.0,2.6,<0.05,<0.02,0.036,0.021,0.25,0.25,0.001,<0.001,73.0,69.0,0.007,<0.005,<6,,0.015,<0.005,1.3,0.3,<0.02,<0.02,27.0,25.0,0.065,0.036,,<0.2,,0.01,0.008,,0.006,0.008,0.002,0.002,0.06,0.02,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1000.0,WW_49,11.8,1.8,6.85,0.434,,0.14,,<1,,<0.1,,30.55,,338.0,,13.0,,2.0,,5.96,,111.0,,98.0,0.17,1.7,,<5,,<0.005,,0.0013,,,,<1.50,<1.60,<10,6.7,<0.05,<0.02,0.025,0.023,<0.05,<0.05,<0.001,<0.001,40.0,39.0,<0.005,<0.005,<6,,<0.005,<0.005,0.6,<0.1,<0.02,<0.02,13.0,12.0,0.032,0.013,,<0.2,,<0.005,<0.005,,<0.005,<0.005,0.001,0.001,0.01,0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1035.0,WW_50,11.9,3.9,7.22,<0.15,,<0.1,,<1,,<0.1,,50.82,,322.0,,3.0,,2.0,,1.53,,132.0,,109.0,0.32,5.1,,<5,,<0.005,,0.0011,,,,<1.50,2.9,<10,11.1,<0.05,<0.02,0.037,0.036,0.25,0.25,<0.001,<0.001,44.0,44.0,<0.005,<0.005,<6,,<0.005,<0.005,0.1,<0.1,<0.02,<0.02,14.0,13.0,0.018,0.012,,<0.2,,<0.005,<0.005,,<0.005,<0.005,0.001,0.001,<0.01,<0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,950.0,WW_86,4.6,1.5,6.9,0.263,,2.79,,3.35,,0.48,,139.08,,880.0,,8.0,,4.0,,11.5,,364.0,,179.0,0.58,7.6,,6.0,,0.008,,0.0041,,<5,,,,690.0,15.9,<0.05,<0.02,0.053,0.04,0.93,0.9,<0.001,<0.001,125.0,125.0,<0.005,<0.005,<6,,<0.005,<0.005,1.6,0.1,<0.02,<0.02,42.0,41.0,0.386,0.379,,<0.2,,0.005,<0.005,,0.006,0.006,0.003,0.003,0.02,0.01,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1025.0,WW_55,8.5,1.3,6.4,0.66,,0.18,,<1,,0.1,,69.35,,454.0,,3.0,,1.0,,2.23,,119.0,,132.0,0.26,3.2,,<5,,<0.005,,0.0011,,,,<1.50,2.1,<10,1.0,<0.05,<0.02,0.03,0.031,0.16,0.17,<0.001,<0.001,48.0,50.0,<0.005,<0.005,<6,,<0.005,<0.005,0.1,<0.1,<0.02,<0.02,16.0,16.0,0.023,0.02,,<0.2,,<0.005,<0.005,,<0.005,<0.005,0.001,0.001,0.01,0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1120.0,WW_56,12.1,2.3,6.97,1.814,,0.6,,1.15,,0.32,,79.9,,546.0,,10.0,,5.0,,8.31,,155.0,,168.0,0.32,4.6,,<5,,<0.005,,0.0019,,<5,,<1.80,2.9,<10,1.2,<0.05,<0.02,0.032,0.029,0.18,0.17,<0.001,<0.001,60.0,57.0,<0.005,<0.005,<6,,0.005,<0.005,0.2,<0.1,<0.02,<0.02,21.0,20.0,0.024,0.019,,<0.2,,0.005,<0.005,,0.007,<0.005,0.001,0.001,0.01,0.01,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1140.0,WW_76,8.8,6.7,7.16,6.382,,0.46,,1.39,,1.82,,96.79,,830.0,,4.0,,2.0,,3.3,,203.0,,283.0,0.55,4.6,,<5,,0.008,,0.0021,,<5,,<2.20,<1.70,740.0,1.1,<0.05,<0.02,0.025,0.023,0.2,0.19,<0.001,<0.001,82.0,78.0,<0.005,<0.005,<6,,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,29.0,27.0,0.047,0.036,,<0.2,,0.007,0.005,,0.005,<0.005,0.002,0.002,0.02,0.02,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1220.0,WW_57,12.0,3.9,7.59,2.242,,0.19,,<1,,0.29,,158.65,,960.0,,21.0,,5.0,,20.8,,199.0,,323.0,0.4,4.1,,<5,,0.006,,0.0021,,,,<2.30,1.7,2500.0,2.5,<0.05,<0.02,0.04,0.034,0.13,0.12,<0.001,<0.001,83.0,79.0,<0.005,<0.005,<6,,<0.005,<0.005,1.2,0.1,<0.02,<0.02,33.0,32.0,0.072,0.063,,<0.2,,0.005,0.005,,0.005,0.005,0.002,0.002,0.01,0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1230.0,WW_58,7.3,7.4,7.32,5.504,,0.42,,1.33,,1.76,,111.54,,872.0,,19.0,,7.0,,9.16,,206.0,,306.0,0.53,4.5,,<5,,0.005,,0.002,,<5,,,,870.0,1.6,<0.05,<0.02,0.03,0.025,0.19,0.18,<0.001,<0.001,82.0,78.0,<0.005,<0.005,<6,,<0.005,<0.005,0.5,<0.1,<0.02,<0.02,29.0,28.0,0.075,N/A,Q,<0.2,,0.005,0.005,,<0.005,<0.005,0.002,0.002,0.03,0.02,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1100.0,WW_54,7.8,6.8,6.81,7.385,,<0.1,,1.02,,0.71,,787.48,,994.0,,11.0,,3.0,,7.77,,227.0,,292.0,0.47,4.1,,<5,,0.005,,0.0013,,,,<3.30,3.2,4400.0,1.8,<0.05,<0.02,0.032,0.032,0.22,0.24,<0.001,<0.001,92.0,95.0,<0.005,<0.005,<6,,<0.005,<0.005,0.4,0.1,<0.02,<0.02,34.0,35.0,0.085,0.083,,<0.2,,<0.005,<0.005,,<0.005,<0.005,0.002,0.002,0.03,0.03,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1135.0,WW_97,7.1,2.8,7.78,3.529,,0.19,,<1,,0.37,,291.61,,990.0,,16.0,,1.0,,14.9,,222.0,,340.0,0.3,3.6,,<5,,<0.005,,0.0016,,,,<2.80,2.9,2100.0,3.4,<0.05,<0.02,0.039,0.037,0.15,0.16,<0.001,<0.001,93.0,94.0,<0.005,<0.005,<6,,<0.005,<0.005,0.8,<0.1,<0.02,<0.02,39.0,39.0,0.078,0.072,,<0.2,,0.007,0.006,,0.005,<0.005,0.002,0.002,0.02,0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1155.0,WW_52,10.0,2.5,7.99,2.887,,0.25,,1.09,,0.29,,79.26,,578.0,,28.0,,3.0,,26.5,,206.0,,139.0,0.73,5.5,,<5,,0.005,,0.0012,,,,2.1,3.4,2000.0,3.4,<0.05,<0.02,0.038,0.032,0.11,0.12,<0.001,<0.001,77.0,77.0,<0.005,<0.005,<6,,<0.005,<0.005,1.6,0.1,<0.02,<0.02,30.0,29.0,0.104,0.084,,<0.2,,<0.005,<0.005,,0.006,0.005,0.002,0.001,0.02,0.01,<2.5,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1300.0,WW_59,8.3,6.4,6.61,4.707,,0.53,,1.5,,0.94,,116.96,,898.0,,14.0,,6.0,,10.5,,211.0,,319.0,0.47,4.4,,<5,,0.005,,0.0025,,<5,,,,1000.0,2.0,<0.05,<0.02,0.03,0.028,0.18,0.18,<0.001,<0.001,82.0,81.0,<0.005,<0.005,<6,,<0.005,<0.005,0.4,<0.1,<0.02,<0.02,30.0,29.0,0.06,0.056,,<0.2,,0.005,<0.005,,0.005,0.006,0.002,0.002,0.02,0.02,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1330.0,WW_43,9.7,6.9,6.76,4.233,,0.4,,1.23,,0.7,,108.5,,812.0,,17.0,,6.0,,7.8,,214.0,,299.0,0.39,4.1,,<5,,0.005,,0.0025,,<5,,,,470.0,2.9,<0.05,<0.02,0.031,0.029,0.15,0.16,<0.001,<0.001,83.0,83.0,<0.005,<0.005,<6,,<0.005,<0.005,0.4,<0.1,<0.02,<0.02,31.0,30.0,0.112,0.105,,<0.2,,<0.005,<0.005,,<0.005,<0.005,0.002,0.002,0.02,0.02,,<2,<2,<2,<3,<3,<3
2012-01-30 00:00:00,1350.0,WW_92,6.4,13.9,7.53,2.21,,0.33,,0.82,,0.55,,51.63,,282.0,,49.0,,4.0,,41.7,,116.0,,57.0,0.31,6.0,,0.0,,0.0,,0.0,,0.0,,,,5800.0,2.1,<0.05,<0.02,0.029,0.026,0.19,0.2,<0.001,<0.001,69.0,71.0,<0.005,<0.005,<6,,0.005,<0.005,0.4,<0.1,<0.02,<0.02,24.0,24.0,0.056,0.041,,<0.2,,0.006,0.006,,<0.005,0.007,0.001,0.001,0.04,0.03,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Limit,,,,,,0.15,,0.1,,1.0,,0.1,,5.0,,60.0,,4.0,,,,1.0,,10.0,,10.0,0.1,1.0,,5.0,,0.005,,0.001,,5.0,,,,10.0,,0.05,0.02,0.004,0.004,0.05,0.05,0.001,0.001,1.0,1.0,0.005,0.005,6.0,,0.005,0.005,0.1,0.1,0.02,0.02,1.0,1.0,0.001,0.001,,0.2,,0.005,0.005,,0.005,0.005,0.001,0.001,0.01,0.01,0.5*,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"* LL Hg: Based on the sample matrix some samples need to be diluted x2, x5 and x10.  The reporting limit ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
"of 0.5 ng/L for LL Hg will then change by the same factor resulting in reporting limits of 1.0, 2.5, and 5.0 ng/L respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G= Sample not thermally preserved or uncertain of thermal preservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q = Soluble > Total: Soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X= Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
